product_name,price,marketplace,search_term,link,scraped_at
Lenovo IdeaPad 1 Ryzen 5 7520U | 8GB RAM | 256GB SSD | 15.6″ Full HD Laptop | Abyss Blue,"Rs. 79,999",Daraz,laptop,https://www.daraz.com.np/products/lenovo-ideapad-1-ryzen-5-7520u-8gb-ram-256gb-ssd-156-full-hd-laptop-abyss-blue-i1514701048.html,
"ASUS VivoBook | Intel Core™ i5-120U | 8GB RAM | 256GB SSD | Windows 11 | Quiet Blue | X1404VAP-V14 | 14"" FHD Laptop","Rs. 81,950",Daraz,laptop,https://www.daraz.com.np/products/asus-vivobook-intel-core-i5-120u-8gb-ram-256gb-ssd-windows-11-quiet-blue-x1404vap-v14-14-fhd-laptop-i505850888.html,
HP Pavilion 16 Ryzen 7 8840HS 8GB RAM 512GB SSD 16 Inch Laptop,"Rs. 109,999",Daraz,laptop,https://www.daraz.com.np/products/hp-pavilion-16-ryzen-7-8840hs-8gb-ram-512gb-ssd-16-inch-laptop-i511349978.html,
HP 15-FD0154WM Ultra 5 125H Processor (14th Gen) – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD Touchscreen Display – Intel Integrated Graphics – Windows 11 Home – Natural Silver,"Rs. 97,777",Daraz,laptop,https://www.daraz.com.np/products/hp-15-fd0154wm-ultra-5-125h-processor-14th-gen-8gb-ddr5-ram-512gb-nvme-ssd-156-fhd-touchscreen-display-intel-integrated-graphics-windows-11-home-natural-silver-i1514320508.html,
Dell Latitude 7440 2-in-1 Laptop | Intel Core i5 13th Gen | 16GB RAM 256GB SSD | 14” FHD Touch Display | Convertible Business Laptop/Dell Latitude 7440 2-in-1 i5 13th Gen | 16GB RAM 256GB SSD | 14” Touchscreen | Convertible Business Laptop,"Rs. 99,999",Daraz,laptop,https://www.daraz.com.np/products/dell-latitude-7440-2-in-1-laptop-intel-core-i5-13th-gen-16gb-ram-256gb-ssd-14-fhd-touch-display-convertible-business-laptopdell-latitude-7440-2-in-1-i5-13th-gen-16gb-ram-256gb-ssd-14-touchscreen-convertible-business-laptop-i1515850526.html,
ASUS Vivobook 14 X1404VA Core i7 1355U 12GB RAM 512GB SSD 14 inch FHD Laptop,"Rs. 110,000",Daraz,laptop,https://www.daraz.com.np/products/asus-vivobook-14-x1404va-core-i7-1355u-12gb-ram-512gb-ssd-14-inch-fhd-laptop-i511326274.html,
HP 15 Ryzen 7 7730U | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 15.6″ FHD Touch Display | Silver |15-fc0057wm,"Rs. 107,777",Daraz,laptop,https://www.daraz.com.np/products/hp-15-ryzen-7-7730u-16gb-ram-512gb-ssd-amd-radeon-graphics-156-fhd-touch-display-silver-15-fc0057wm-i1514697118.html,
Acer Vero 16 | Intel Core Ultra 5 125U Processor | 8GB RAM | 512GB SSD | Intel Integrated Graphics | 16-inch FHD (1920 x 1200) Display,"Rs. 91,300",Daraz,laptop,https://www.daraz.com.np/products/acer-vero-16-intel-core-ultra-5-125u-processor-8gb-ram-512gb-ssd-intel-integrated-graphics-16-inch-fhd-1920-x-1200-display-i481779014.html,
"Ultima Navigator Premium Smartwatch | 1.43"" TRU Amoled Spherical Display | Smart Watch With In-Build GPS | Barometer | Altimeter | 3 ATM Water Resistance | 24/7 Health Tracking | Fitbeing App Support","Rs. 5,999",Daraz,smartwatch,https://www.daraz.com.np/products/ultima-navigator-premium-smartwatch-143-tru-amoled-spherical-display-smart-watch-with-in-build-gps-barometer-altimeter-3-atm-water-resistance-247-health-tracking-fitbeing-app-support-i496647248.html,
Unisex T800 Smart iWatch Ultra With Wirless Charging And IP67 WaterProof Smart Watch,Rs. 660,Daraz,smartwatch,https://www.daraz.com.np/products/unisex-t800-smart-iwatch-ultra-with-wirless-charging-and-ip67-waterproof-smart-watch-i125910010.html,
H9 2.01 inch big display BT call smart watch smartwatch reloj inteligente h9 Health Sport NEW Smart Watch for Men and Women 2025,"Rs. 1,547",Daraz,smartwatch,https://www.daraz.com.np/products/h9-201-inch-big-display-bt-call-smart-watch-smartwatch-reloj-inteligente-h9-health-sport-new-smart-watch-for-men-and-women-2025-i169284335.html,
T900 ultra smartwatch 49mm original wireless charging smart watch 2.09 inch screen rotating smart dual Buttons Smart watch 2.09 Inch Screen Rotating Dual Bottons Smart watch For Unisex,Rs. 650,Daraz,smartwatch,https://www.daraz.com.np/products/t900-ultra-smartwatch-49mm-original-wireless-charging-smart-watch-209-inch-screen-rotating-smart-dual-buttons-smart-watch-209-inch-screen-rotating-dual-bottons-smart-watch-for-unisex-i477677942.html,
"I20/H20 Ultra Max Suit Smart Watch & Airpods 10 in 1 in One Box 2.3inch Large Screen Smart Watch with Earbuds / BT Calling Smart Watch with AMOLED Display & Activity, Health Tracker for Men & Women","Rs. 1,349",Daraz,smartwatch,https://www.daraz.com.np/products/i20h20-ultra-max-suit-smart-watch-airpods-10-in-1-in-one-box-23inch-large-screen-smart-watch-with-earbuds-bt-calling-smart-watch-with-amoled-display-activity-health-tracker-for-men-women-i186897046.html,
Plus Smart Watch Full Screen 1.75 Inch With Silicone Band Rotating Crown Make/Answer Calls Fitness Tracker Health Monitor,"Rs. 1,881",Daraz,smartwatch,https://www.daraz.com.np/products/plus-smart-watch-full-screen-175-inch-with-silicone-band-rotating-crown-makeanswer-calls-fitness-tracker-health-monitor-i104256041.html,
"Green Orbit 2.0 AI Smartwatch  In-Build DA GPT, 1.43"" Super AMOLED Display  IP68 Water Resistance  123+ Sports Modes  BT Calling  Metallic Body With Stainless Steel & Leather  BT V5.3  250mAh Battery  30Days Standby Time  AOD  1 Year Warranty","Rs. 3,399",Daraz,smartwatch,https://www.daraz.com.np/products/green-orbit-20-ai-smartwatch-in-build-da-gpt-143-super-amoled-display-ip68-water-resistance-123-sports-modes-bt-calling-metallic-body-with-stainless-steel-leather-bt-v53-250mah-battery-30days-standby-time-aod-1-year-warranty-i375899310.html,
Kids Calling Smart Watch For Boys & Girls & 2 way Voice Calling And Massage Sim Card Selfie Camera Prasent App Voice Chat Long Battery Life LBS Location Tracking,"Rs. 1,549",Daraz,smartwatch,https://www.daraz.com.np/products/kids-calling-smart-watch-for-boys-girls-2-way-voice-calling-and-massage-sim-card-selfie-camera-prasent-app-voice-chat-long-battery-life-lbs-location-tracking-i1513357954.html,
T800 Ultra Smartwatch Series 8 1.99 Inch Smart Watch,Rs. 645,Daraz,smartwatch,https://www.daraz.com.np/products/t800-ultra-smartwatch-series-8-199-inch-smart-watch-i126221415.html,
Smart Watch With Heart Rate Blood Oxygen Monitoring 3Atm Waterproof 1.69 Inch Full Touch Screen,"Rs. 1,845",Daraz,smartwatch,https://www.daraz.com.np/products/smart-watch-with-heart-rate-blood-oxygen-monitoring-3atm-waterproof-169-inch-full-touch-screen-i104950345.html,
X7/S8 Pro/T500 Bluetooth Smart Watch full touch Heart Rate Blood Pressure Wrist Smartwatch For men women Sport watch,Rs. 619,Daraz,smartwatch,https://www.daraz.com.np/products/x7s8-prot500-bluetooth-smart-watch-full-touch-heart-rate-blood-pressure-wrist-smartwatch-for-men-women-sport-watch-i127874841.html,
New i20 ULTRA MAX SUIT smart watch multi- function male Bluetooth headset Android,"Rs. 1,249",Daraz,smartwatch,https://www.daraz.com.np/products/new-i20-ultra-max-suit-smart-watch-multi-function-male-bluetooth-headset-android-i411559585.html,
GT1 Smart Watch IPS Pure Round Full Touch Screen Clearence Show,Rs. 940,Daraz,smartwatch,https://www.daraz.com.np/products/gt1-smart-watch-ips-pure-round-full-touch-screen-clearence-show-i499903363.html,
"Green Vortex Metallic Fitness Smartwatch | 1.43"" Super AMOLED Display | Bluetooth Calling | IP67 Water Resistance | 123 Sports Modes |  Luxury Sporty Design | BLE3.0 + 5.3 BT Version | 380Mah Battery | Low-Power Consumption Mode| 30 Days Stand By Back Up","Rs. 3,449",Daraz,smartwatch,https://www.daraz.com.np/products/green-vortex-metallic-fitness-smartwatch-143-super-amoled-display-bluetooth-calling-ip67-water-resistance-123-sports-modes-luxury-sporty-design-ble30-53-bt-version-380mah-battery-low-power-consumption-mode-30-days-stand-by-back-up-i155489973.html,
"Smartwatch Active T2 Pro – Bluetooth Calling, Fitness Tracker, Full Touch Display","Rs. 1,919",Daraz,smartwatch,https://www.daraz.com.np/products/smartwatch-active-t2-pro-bluetooth-calling-fitness-tracker-full-touch-display-i499657837.html,
"Ultra Smart Watch 7 in 1 BT Calling, Big Display 49MM Sports Mode Fitness 7 Belt for Men & Women Smartwatch (Multicolor Strap, Free Size)",Rs. 903,Daraz,smartwatch,https://www.daraz.com.np/products/ultra-smart-watch-7-in-1-bt-calling-big-display-49mm-sports-mode-fitness-7-belt-for-men-women-smartwatch-multicolor-strap-free-size-i131632071.html,
"Green Orbit Pro Luxury Smart Watch | 1.43"" AMOLED Display | Metallic Body With Stainless Steel & Leather Strap | 3D Watch Faces  | BT Calling | IP68 Water Resistance | 178 Sports Modes | BT V5.2 | 270mAh Battery | 20 Days Standby | AOD | 1 Year Warranty","Rs. 4,174",Daraz,smartwatch,https://www.daraz.com.np/products/green-orbit-pro-luxury-smart-watch-143-amoled-display-metallic-body-with-stainless-steel-leather-strap-3d-watch-faces-bt-calling-ip68-water-resistance-178-sports-modes-bt-v52-270mah-battery-20-days-standby-aod-1-year-warranty-i164956430.html,
S9 Max Smartwatch | Large HD Screen | Heart Rate Monitor & Call Function,"Rs. 1,161",Daraz,smartwatch,https://www.daraz.com.np/products/s9-max-smartwatch-large-hd-screen-heart-rate-monitor-call-function-i132135244.html,
T500/S8 Pro Or X7 Smart Watch For Men Women,Rs. 598,Daraz,smartwatch,https://www.daraz.com.np/products/t500s8-pro-or-x7-smart-watch-for-men-women-i126809161.html,
"i20 ltra ax Suit Smart Watch 10 in 1Set Smart Watch with WS tooth Earphones Wireless Earbuds, 7 Straps, 1silone Smart Watch Case 49mm for o and s 2.31 LED Display,ulti- odes, eartate Sping, tooth Calling.","Rs. 1,174",Daraz,smartwatch,https://www.daraz.com.np/products/i20-ltra-ax-suit-smart-watch-10-in-1set-smart-watch-with-ws-tooth-earphones-wireless-earbuds-7-straps-1silone-smart-watch-case-49mm-for-o-and-s-231-led-displayulti-odes-eartate-sping-tooth-calling-i403460500.html,
"Asta WOLF STRING 2.0 Wired Earphones | 3.5mm Jack, 10mm Driver, High Bass Sound, Tangle-Free Tough Wire (1.2m), In-Line Play/Pause Controller – Durable & Comfortable",Rs. 275,Daraz,earphone,https://www.daraz.com.np/products/asta-wolf-string-20-wired-earphones-35mm-jack-10mm-driver-high-bass-sound-tangle-free-tough-wire-12m-in-line-playpause-controller-durable-comfortable-i480309241.html,
WEKOME YB06 Kinkong Series Wired Earphones | Type‑C/3.5mm/Lightning | 10 mm Rich Sound,Rs. 310,Daraz,earphone,https://www.daraz.com.np/products/wekome-yb06-kinkong-series-wired-earphones-typec35mmlightning-10mm-rich-sound-i511139471.html,
"Asta WOLF STRING 2.0 Type-C Wired Earphones | High Bass Sound, 10mm Driver, Tangle-Free Tough Wire (1.2m), In-Line Play/Pause & Volume Controller – Durable Type-C Jack Earphones",Rs. 599,Daraz,earphone,https://www.daraz.com.np/products/asta-wolf-string-20-type-c-wired-earphones-high-bass-sound-10mm-driver-tangle-free-tough-wire-12m-in-line-playpause-volume-controller-durable-type-c-jack-earphones-i480302508.html,
Earphone With Mic For Android & Smartphones,Rs. 135,Daraz,earphone,https://www.daraz.com.np/products/earphone-with-mic-for-android-smartphones-i443216.html,
X-AGE ConvE Acoustic W5 Type C Wired Earphone XWE05,Rs. 640,Daraz,earphone,https://www.daraz.com.np/products/x-age-conve-acoustic-w5-type-c-wired-earphone-xwe05-i127968252.html,
Brand Quality Earphone With Mic Hi Tech E535 3.5 mm,Rs. 360,Daraz,earphone,https://www.daraz.com.np/products/brand-quality-earphone-with-mic-hi-tech-e535-35-mm-i115339034.html,
Alewa A11 Gaming Earphone | L+R Synchronized | Super Bass | Braided Strong Wire | Volume Control,Rs. 399,Daraz,earphone,https://www.daraz.com.np/products/alewa-a11-new-wired-gaming-earphones-with-super-bass-lr-synchronization-volume-control-and-braided-wire-i124404558.html,
Type-C Wired Earphone For I-phone latest Series and also compatible with other type-c devices,Rs. 899,Daraz,earphone,https://www.daraz.com.np/products/type-c-wired-earphone-for-i-phone-latest-series-and-also-compatible-with-other-type-c-devices-i274322400.html,
Earphone With Mic,Rs. 163,Daraz,earphone,https://www.daraz.com.np/products/earphone-with-mic-i101108192.html,
T2000 Type C In Ear Wired Earphone With Microphone For Music Gaming,Rs. 783,Daraz,earphone,https://www.daraz.com.np/products/t2000-type-c-in-ear-wired-earphone-with-microphone-for-music-gaming-i511484557.html,
Type C Wired Earphone With Mic,Rs. 370,Daraz,earphone,https://www.daraz.com.np/products/type-c-wired-earphone-with-mic-i128481646.html,
Xiaomi Type-C Earphones | Discover extraordinary sound | Type-C port Plug and play,Rs. 999,Daraz,earphone,https://www.daraz.com.np/products/xiaomi-type-c-earphones-discover-extraordinary-sound-type-c-port-plug-and-play-i505110506.html,
Original Sound Lightning Earphone For i-phone - Direct Connect /Gaming ( No Need Bluetooth Connection ),Rs. 916,Daraz,earphone,https://www.daraz.com.np/products/original-sound-lightning-earphone-for-i-phone-direct-connect-gaming-no-need-bluetooth-connection-i128601099.html,
Lighting / type-C Earphones For i-phone With Lighting and type-C Connector,Rs. 728,Daraz,earphone,https://www.daraz.com.np/products/lighting-type-c-earphones-for-i-phone-with-lighting-and-type-c-connector-i272448951.html,
OB-Tel Smart Together Earphone,Rs. 42,Daraz,earphone,https://www.daraz.com.np/products/ob-tel-smart-together-earphone-i125629565.html,
Remax Concave Convex Wired Music Earphone RM-510,Rs. 780,Daraz,earphone,https://www.daraz.com.np/products/remax-concave-convex-wired-music-earphone-rm-510-i164923276.html,
Lightning Earphones for iPhone with Lightning Connector,Rs. 799,Daraz,earphone,https://www.daraz.com.np/products/lightning-earphones-for-iphone-with-lightning-connector-i129580242.html,
Lighting Earphones For Iphon With Lighting Connector,Rs. 604,Daraz,earphone,https://www.daraz.com.np/products/lighting-earphones-for-iphon-with-lighting-connector-i184947176.html,
Universal 3.5mm Earphone Compatible with All Mobile Phones,Rs. 54,Daraz,earphone,https://www.daraz.com.np/products/universal-35mm-earphone-compatible-with-all-mobile-phones-i129342177.html,
Lightnig In Ear Earphone With Microphone For Ip phone,Rs. 335,Daraz,earphone,https://www.daraz.com.np/products/lightnig-in-ear-earphone-with-microphone-for-ip-phone-i128477662.html,
"UGEE M708 V3 Digital Drawing Tablet, 10 x 6 Inches Large Graphics Tablet","Rs. 7,196",Daraz,tablet,https://www.daraz.com.np/products/ugee-m708-v3-digital-drawing-tablet-10-x-6-inches-large-graphics-tablet-i127907064.html,
XP-PEN Deco 01 V2 Graphic Tab,"Rs. 12,989",Daraz,tablet,https://www.daraz.com.np/products/xp-pen-deco-01-v2-graphic-tab-i103604463.html,
"Great Asia TK-E10A523 Android 13 Tablet  10.1"" IPS Display  Octa-Core  4GB RAM  64GB Storage  Dual Cameras I wifi only","Rs. 15,999",Daraz,tablet,https://www.daraz.com.np/products/great-asia-tk-e10a523-android-13-tablet-101-ips-display-octa-core-4gb-ram-64gb-storage-dual-cameras-i-wifi-only-i146452168.html,
"XPPen Updated Deco 01 V3 Drawing Tablet-16384 Levels of Pressure Battery-Free Stylus, 10x6 Inch OSU Graphic Tablet, 8 Hotkeys for Digital Art, Teaching, Gaming Drawing Pad for Chrome, PC, Mac, Android","Rs. 12,899",Daraz,tablet,https://www.daraz.com.np/products/xppen-updated-deco-01-v3-drawing-tablet-16384-levels-of-pressure-battery-free-stylus-10x6-inch-osu-graphic-tablet-8-hotkeys-for-digital-art-teaching-gaming-drawing-pad-for-chrome-pc-mac-android-i176538319.html,
Kivi ITab A1Tablet 4/32GB With One Year Warranty,"Rs. 8,315",Daraz,tablet,https://www.daraz.com.np/products/kivi-itab-a1tablet-432gb-with-one-year-warranty-i121820907.html,
XP-PEN Deco 7 Pen graphic Drawing Tablet,"Rs. 8,989",Daraz,tablet,https://www.daraz.com.np/products/xp-pen-deco-7-pen-graphic-drawing-tablet-i104548526.html,
UGEE S640 Graphic Drawing Tablet with Battery-Free Stylus and 10 Express Keys,"Rs. 6,399",Daraz,tablet,https://www.daraz.com.np/products/ugee-graphic-drawing-tablet-with-battery-free-stylus-and-10-express-keys-i127908050.html,
